epoch,train_loss,val_loss,val_precision,val_recall,val_f1,fold
1,0.01346428045613128,0.006881187039349849,0.0,0.0,0.0,1
2,0.004500917261899557,0.00325095246565373,0.0,0.0,0.0,1
3,0.002413199962452487,0.0018517995607301903,0.0,0.0,0.0,1
4,0.0014243855189835263,0.0011314248404232785,0.0,0.0,0.0,1
5,0.0008975709348559639,0.0007354983245022595,0.4552192687988281,0.08344655483961105,0.14103910326957703,1
6,0.0005905113830014544,0.0004950557195115834,0.5258839726448059,0.30480071902275085,0.3859221041202545,1
7,0.00040567522397438107,0.0003474654149613343,0.5938423275947571,0.43240490555763245,0.5004258155822754,1
8,0.00028740818359141866,0.0002525193773787275,0.4558770954608917,0.5778985619544983,0.5096863508224487,1
9,0.00021106712323840882,0.00018753268917256113,0.5136346817016602,0.6227355003356934,0.5629477500915527,1
10,0.0001552681878566482,0.00015171552998557067,0.4267442524433136,0.7555480003356934,0.54542475938797,1
11,0.00011754644033634428,0.00012669668073309973,0.4037647545337677,0.8208786249160767,0.5412870645523071,1
12,9.197424271490511e-05,8.439354481500534e-05,0.7263157963752747,0.6484375,0.6851707696914673,1
13,7.107069019226866e-05,8.254576149132238e-05,0.4573829472064972,0.776494562625885,0.5756735801696777,1
14,5.600551931968576e-05,6.15921969711053e-05,0.5317472815513611,0.7566802501678467,0.6245793700218201,1
15,4.431612079463585e-05,6.002410070019929e-05,0.4855104982852936,0.8555253744125366,0.6194711923599243,1
16,3.653290203273659e-05,4.896164523415791e-05,0.5385417938232422,0.8179348111152649,0.649465024471283,1
17,2.9940042428321715e-05,6.574041515250428e-05,0.39403730630874634,0.85597825050354,0.5396530628204346,1
18,2.4857831251507e-05,2.9865976974482084e-05,0.6757981777191162,0.7932518124580383,0.7298296689987183,1
19,2.1081126817799213e-05,2.870427548865943e-05,0.6276354789733887,0.8156703114509583,0.7094042301177979,1
20,1.789434867067368e-05,2.0723631735108938e-05,0.7477338314056396,0.8218976259231567,0.7830635905265808,1
21,1.5765175284773145e-05,1.6551594872756443e-05,0.8896112442016602,0.7436594367027283,0.8101140260696411,1
22,1.4755074702999229e-05,1.8313794972376247e-05,0.7193551659584045,0.8538269996643066,0.7808439135551453,1
23,1.2950624517712682e-05,2.1396528931442543e-05,0.6320693492889404,0.8832653760910034,0.7368470430374146,1
24,1.1016050637958552e-05,1.1156793050304259e-05,0.8651315569877625,0.8635643124580383,0.8643471598625183,1
25,9.499087643636685e-06,1.3250018004858552e-05,0.9692643880844116,0.6534193754196167,0.7806032299995422,1
26,8.798436970950165e-06,8.98846438227944e-06,0.8629067540168762,0.9008151888847351,0.8814535140991211,1
27,7.747563638055676e-06,8.737070634386631e-06,0.859905481338501,0.8860960006713867,0.8728042840957642,1
28,7.861159832997188e-06,1.4132128958029474e-05,0.786531925201416,0.731317937374115,0.7579206228256226,1
29,8.936789060160578e-06,7.631303139040332e-06,0.8735531568527222,0.9057971239089966,0.8893828988075256,1
30,6.4763370938783545e-06,9.399391406835397e-06,0.8138270974159241,0.9156476259231567,0.8617400527000427,1
31,6.06116419782856e-06,8.09422334195157e-06,0.8386497497558594,0.9198369383811951,0.8773691058158875,1
32,6.016595669512584e-06,1.033688455720494e-05,0.8181721568107605,0.8696784377098083,0.8431393504142761,1
33,5.332195026439453e-06,5.978884004775864e-06,0.890972912311554,0.9197237491607666,0.9051200151443481,1
34,4.9542095817466975e-06,5.95816105430913e-06,0.8977400064468384,0.9085144996643066,0.9030950665473938,1
35,4.738087762572916e-06,6.2592457084065245e-06,0.8939847350120544,0.913722813129425,0.9037459492683411,1
36,4.96860714303355e-06,4.474723975060139e-06,0.91758793592453,0.9303668737411499,0.923933207988739,1
37,4.570285003135427e-06,3.414790114201575e-05,0.524912416934967,0.9161005616188049,0.6674090027809143,1
38,5.154173576884627e-06,4.598881380009819e-06,0.9523925185203552,0.8879076242446899,0.9190202951431274,1
39,4.156212029091305e-06,4.796700785902885e-06,0.9325710535049438,0.8957201242446899,0.9137741923332214,1
40,4.024137503123246e-06,5.561392095880062e-06,0.8998103141784668,0.9131566882133484,0.9064342975616455,1
41,3.9402670442414515e-06,5.234423618105666e-06,0.900465726852417,0.9413496255874634,0.9204538464546204,1
42,3.9734230675326955e-06,3.6811932417890603e-06,0.9336873292922974,0.93580162525177,0.9347432255744934,1
43,3.824273738267271e-06,4.8073994326121765e-06,0.90798419713974,0.9373867511749268,0.9224511384963989,1
44,4.082436987309213e-06,4.245454050533226e-06,0.906540036201477,0.9510869383811951,0.9282793402671814,1
45,3.540258333666929e-06,3.592709544382918e-06,0.9369217157363892,0.9401041865348816,0.9385101795196533,1
46,4.054285524711473e-06,5.706093989014486e-06,0.8875343203544617,0.9149683117866516,0.9010424613952637,1
47,3.5842735930896724e-06,4.236306525721527e-06,0.9356412887573242,0.9119112491607666,0.9236238598823547,1
48,3.5157520433448407e-06,4.112259908595206e-06,0.9134478569030762,0.9451992511749268,0.9290522933006287,1
49,6.329367726647074e-06,5.350328225498894e-06,0.8882289528846741,0.9312726259231567,0.9092415571212769,1
50,5.161143504073004e-06,9.125186241002817e-06,0.780630886554718,0.9190443754196167,0.8442016243934631,1
51,4.378277142064309e-06,4.725550754850853e-06,0.9107441902160645,0.9242526888847351,0.9174486398696899,1
52,3.6103640682508847e-06,3.9784052271822174e-06,0.9299097061157227,0.9328578114509583,0.9313814043998718,1
53,3.8045040627747407e-06,4.324516908127407e-06,0.9413434267044067,0.9012681245803833,0.9208698868751526,1
54,3.5565703109738067e-06,3.6605846910712594e-06,0.9549077749252319,0.9087409377098083,0.9312524795532227,1
55,3.278559666944412e-06,3.5887004491049388e-06,0.9432339668273926,0.9312726259231567,0.9372150301933289,1
56,3.344003250519965e-06,3.734754668490344e-06,0.9482132196426392,0.9163269996643066,0.9319973587989807,1
57,3.377938883680377e-06,4.062993338512418e-06,0.9170829057693481,0.9354619383811951,0.9261811971664429,1
58,3.1624258168068442e-06,3.5318887015023392e-06,0.973377525806427,0.8983242511749268,0.934346079826355,1
59,3.0856436280881224e-06,3.3482425720876563e-06,0.966230034828186,0.9103260636329651,0.9374452233314514,1
60,3.412688226944738e-06,8.428937280295182e-06,0.8672879338264465,0.9167798757553101,0.891347348690033,1
61,3.335266005388951e-06,3.6771575864236183e-06,0.9494507908821106,0.9102128744125366,0.9294177889823914,1
62,3.0095738998434807e-06,3.9946483951780465e-06,0.9228794574737549,0.9362545013427734,0.9295188188552856,1
63,3.2186557123538455e-06,3.0883281567639642e-06,0.9531645774841309,0.937839686870575,0.9454399943351746,1
64,2.939359349770606e-06,3.2725373960336888e-06,0.9589526057243347,0.920516312122345,0.9393413662910461,1
65,2.847707212050557e-06,2.826398061965089e-06,0.9560452103614807,0.9382925629615784,0.9470856189727783,1
66,2.813559856587406e-06,3.1130115966485996e-06,0.9694156646728516,0.9223278760910034,0.9452856779098511,1
67,3.108970459242152e-06,9.545891669423175e-05,0.4346317946910858,0.922214686870575,0.5908167362213135,1
68,9.66627736266504e-06,7.591201987603806e-06,0.8266870975494385,0.915421187877655,0.8687942028045654,1
69,3.954002384986335e-06,4.049115908344447e-06,0.9301638007164001,0.9259510636329651,0.9280526041984558,1
70,3.4608949215188935e-06,4.692664930416868e-06,0.9222452044487,0.9078351259231567,0.9149833917617798,1
71,3.2035053013609033e-06,3.2192953227649923e-06,0.9387984275817871,0.9465579986572266,0.9426621794700623,1
72,3.0606026037931707e-06,3.179444637642822e-06,0.9488184452056885,0.9319519996643066,0.9403095245361328,1
73,3.0152858209666467e-06,3.103002635877298e-06,0.9608649611473083,0.9257246255874634,0.9429675340652466,1
74,2.846461374178415e-06,3.476322824269573e-06,0.9705846309661865,0.9040987491607666,0.9361626505851746,1
75,2.759481193749686e-06,3.1163066675314135e-06,0.9522485136985779,0.9302536249160767,0.9411225318908691,1
76,2.923684334434235e-06,2.9480101015148343e-06,0.9534615874290466,0.937160313129425,0.9452406167984009,1
77,2.7321013804307874e-06,2.8992680422372055e-06,0.9585613012313843,0.9324048757553101,0.9453021287918091,1
78,2.712645025995212e-06,2.9335653088935487e-06,0.9552737474441528,0.9382925629615784,0.9467068910598755,1
79,2.659851211610446e-06,2.96405012534251e-06,0.9551652669906616,0.9359148740768433,0.9454420208930969,1
80,2.6311127748803574e-06,8.088158466534878e-06,0.8499203324317932,0.9060235619544983,0.8770756125450134,1
81,3.060301097574729e-06,3.0064335874158132e-06,0.9593724608421326,0.9277626872062683,0.9433027505874634,1
82,2.625125733592815e-06,3.1189492564938823e-06,0.9711342453956604,0.9180253744125366,0.9438331723213196,1
83,2.701401541175031e-06,2.7621171341252193e-06,0.9437687993049622,0.9577671885490417,0.9507164359092712,1
84,2.4938298269643023e-06,2.8141272743198442e-06,0.9629111289978027,0.9347826242446899,0.9486383199691772,1
85,2.62996089349525e-06,2.844731762744838e-06,0.9565367102622986,0.9444066882133484,0.9504328966140747,1
86,2.6223364754123184e-06,2.8115401680868977e-06,0.9592541456222534,0.94361412525177,0.9513697624206543,1
87,2.6489196874387933e-06,2.8697787518202253e-06,0.9346634745597839,0.96535325050354,0.9497604370117188,1
88,2.4460880326366117e-06,3.150686357145105e-06,0.9640236496925354,0.9223278760910034,0.9427148699760437,1
89,2.48788409458241e-06,3.2385610827153264e-06,0.9389777183532715,0.9442934989929199,0.9416280388832092,1
90,4.666849563654766e-06,3.9575807827911076e-06,0.9499647617340088,0.91576087474823,0.932549238204956,1
91,2.7738166566418946e-06,3.173066898417195e-06,0.9524959921836853,0.9376132488250732,0.9449959397315979,1
92,2.5625511686358064e-06,2.999106030188159e-06,0.9692033529281616,0.9228940010070801,0.9454818964004517,1
93,2.4105951414967843e-06,3.0282686722671315e-06,0.9679914116859436,0.9210824370384216,0.9439544677734375,1
94,2.3688500990311e-06,2.607194530194571e-06,0.9510520696640015,0.9569746255874634,0.9540041089057922,1
95,2.3528722769517412e-06,2.993621545025841e-06,0.9639999866485596,0.9277626872062683,0.9455341696739197,1
96,2.284911340137664e-06,2.743033405749884e-06,0.95725417137146,0.9457653760910034,0.9514750838279724,1
97,2.403546579502248e-06,1.0838787041222986e-05,0.7387285232543945,0.9591258764266968,0.834622323513031,1
98,2.571283285961663e-06,2.906649629134487e-06,0.9638736844062805,0.9364809989929199,0.9499799013137817,1
